file_name,publishable,features,overall_coherence_score,evaluation_results
P089.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.4559071362018585, 1, 0.7107361555099487, 1, 0, 0]",0.34374037478119135,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Results': {'summary': 'results:', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4559071362018585}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7107361555099487}, 'overall_coherence_score': 0.34374037478119135}"
P095.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.333060085773468, 1, 0.3961121737957001, 1, 0, 0]",0.23437261674553156,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.333060085773468}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961121737957001}, 'overall_coherence_score': 0.23437261674553156}"
P098.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.03256940841674805, 1, 0.6633205413818359, 1, 0.3961130380630493, 1]",0.2368631319453319,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results of the experiments were recorded and analyzed using a combination of quantitative and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.03256940841674805}, 'Discussion': {'summary': 'discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6633205413818359}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.2368631319453319}"
P100.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.021446073427796364, 1, 0.5471221804618835, 1, 0.09063637256622314, 1]",0.16473026604702076,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results, while bewildering, hinted at the presence', 'factual_verification': 'Verified', 'coherence_with_overall': 0.021446073427796364}, 'Discussion': {'summary': 'discussion oscillates', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5471221804618835}, 'Conclusion': {'summary': 'conclusion, the field of engine research is a complex and multifaceted one, encompassing a wide', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09063637256622314}, 'overall_coherence_score': 0.16473026604702076}"
P084.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.16341029107570648, 1, 3, 0.3330613672733307, 1, 0.04073247313499451, 1]",0.14910447970032692,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology and Evaluation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16341029107570648}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3330613672733307}, 'Conclusion': {'summary': 'conclusions on forthcoming CV research directions is considerable.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04073247313499451}, 'overall_coherence_score': 0.14910447970032692}"
P078.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.1438063085079193, 1, 0.3961130380630493, 1]",0.17381903007626534,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results suggest', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1438063085079193}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.17381903007626534}"
P091.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.014279792085289955, 1, 0.710736095905304, 1, 0.5666777491569519, 1]",0.30000237561762333,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Results': {'summary': 'results that are on par with the state-of-the-art for this new task.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.014279792085289955}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.710736095905304}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5666777491569519}, 'overall_coherence_score': 0.30000237561762333}"
P083.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.33306005597114563, 1, 0.12046325951814651, 1, 0.009782880544662476, 1]",0.13432488739490508,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33306005597114563}, 'Discussion': {'summary': 'discussion on the topic of the ethical', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12046325951814651}, 'Conclusion': {'summary': 'conclusions we make in this paper are dependent on a few key choices we made during our data', 'factual_verification': 'Verified', 'coherence_with_overall': 0.009782880544662476}, 'overall_coherence_score': 0.13432488739490508}"
P131.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.2338622808456421, 1, 0.7107361555099487, 1, 0, 0]",0.28822916094213724,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2338622808456421}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7107361555099487}, 'overall_coherence_score': 0.28822916094213724}"
P096.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.0012141572078689933, 1, 0.40314048528671265, 1, 0.39611151814460754, 1]",0.18827385507756844,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results of this cheese-texture analysis were then used to inform our', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0012141572078689933}, 'Discussion': {'summary': 'discussion among gastronomes and food critics,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.40314048528671265}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.39611151814460754}, 'overall_coherence_score': 0.18827385507756844}"
P082.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.333060085773468, 1, 0.3961121737957001, 1, 0, 0]",0.23437261674553156,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.333060085773468}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961121737957001}, 'overall_coherence_score': 0.23437261674553156}"
P103.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.10002696514129639, 1, 4, 0.014255311340093613, 1, 0.710736095905304, 1, 0.39611151814460754, 1]",0.23824135524531206,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'methodology, data used and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10002696514129639}, 'Results': {'summary': 'Results from simple IR baselines. Additions to the raw predictor are retained cumulatively', 'factual_verification': 'Verified', 'coherence_with_overall': 0.014255311340093613}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.710736095905304}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.39611151814460754}, 'overall_coherence_score': 0.23824135524531206}"
P067.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.17683221399784088, 1, 0, 0, 0, 0]",0.1283834936718146,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'results. These methods return lists of elements,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17683221399784088}, 'overall_coherence_score': 0.1283834936718146}"
P071.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.0692039281129837, 1, 0.3961130380630493, 1, 0, 0]",0.16840880829840899,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'results in Table 2(a)', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0692039281129837}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.16840880829840899}"
P065.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.003601629287004471, 1, 0.5666777491569519, 1, 0, 0]",0.1946494048461318,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Results': {'summary': 'results in a second image that has been partially generated by the AI image model. The procedure is then reiterated', 'factual_verification': 'Verified', 'coherence_with_overall': 0.003601629287004471}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5666777491569519}, 'overall_coherence_score': 0.1946494048461318}"
P090.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.3236086666584015, 1, 0.6826104521751404, 1, 0.007996943779289722, 1]",0.22389864440386495,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3236086666584015}, 'Discussion': {'summary': 'discussion section.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6826104521751404}, 'Conclusion': {'summary': 'conclusion, this paper presents a novel and effective method for adapting large pretrained models', 'factual_verification': 'Verified', 'coherence_with_overall': 0.007996943779289722}, 'overall_coherence_score': 0.22389864440386495}"
P080.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.003400098532438278, 1, 0.043491341173648834, 1, 0.14506970345973969, 1]",0.08685635216534138,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results shown only to the authors.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.003400098532438278}, 'Discussion': {'summary': 'discussion, here, we evaluate a relatively clear-cut and low-risk use case:', 'factual_verification': 'Verified', 'coherence_with_overall': 0.043491341173648834}, 'Conclusion': {'summary': 'conclusions of the paper (regardless of whether the code and data are provided or not)?', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14506970345973969}, 'overall_coherence_score': 0.08685635216534138}"
P066.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.004761368967592716, 1, 17, 0.007580094039440155, 1, 0.18587569892406464, 1]",0.08130708057433367,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'methodology in Section 3, we then outline the experiments in Section 4 and draw our conclusions in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.004761368967592716}, 'Results': {'summary': 'results indicate that vocabulary transfer can be effectively', 'factual_verification': 'Verified', 'coherence_with_overall': 0.007580094039440155}, 'Conclusion': {'summary': 'conclusions in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18587569892406464}, 'overall_coherence_score': 0.08130708057433367}"
P062.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.03901946172118187, 1, 0.3961130380630493, 1]",0.15286166071891785,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results on several', 'factual_verification': 'Verified', 'coherence_with_overall': 0.03901946172118187}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.15286166071891785}"
P073.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.5098033547401428, 1, 0.3961130380630493, 1]",0.24701843932271003,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5098033547401428}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.24701843932271003}"
P068.pdf,No,"[0.16399502754211426, 1, 0.04432399943470955, 1, 0.1208581030368805, 1, 1, 0.33305999636650085, 1, 0.39611145853996277, 1]",0.21166971698403358,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399502754211426}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432399943470955}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1208581030368805}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33305999636650085}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.39611145853996277}, 'overall_coherence_score': 0.21166971698403358}"
P077.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.007408061530441046, 1, 0.028859781101346016, 1]",0.07308896249160171,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results of this study have far-reaching', 'factual_verification': 'Verified', 'coherence_with_overall': 0.007408061530441046}, 'Conclusion': {'summary': 'conclusion, the study of LLM has yielded a plethora of unforeseen consequences, with far-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.028859781101346016}, 'overall_coherence_score': 0.07308896249160171}"
P072.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.12085762619972229, 1, 1, 0.3961121737957001, 1, 0]",0.18132200185209513,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085762619972229}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961121737957001}, 'overall_coherence_score': 0.18132200185209513}"
P069.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.006066590081900358, 1, 0.030757229775190353, 1, 0.011007069610059261, 1]",0.06283464321556191,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results, including the discovery that the model is capable of generating coherent text', 'factual_verification': 'Verified', 'coherence_with_overall': 0.006066590081900358}, 'Discussion': {'summary': 'discussion of competitive ferret racing has yielded valuable insights into the ways in which language', 'factual_verification': 'Verified', 'coherence_with_overall': 0.030757229775190353}, 'Conclusion': {'summary': 'conclusion, the introduction of BERT has marked a significant turning point in the field of natural', 'factual_verification': 'Verified', 'coherence_with_overall': 0.011007069610059261}, 'overall_coherence_score': 0.06283464321556191}"
P088.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.003353914711624384, 1, 0.22336514294147491, 1, 0.3851141035556793, 1]",0.1640302856452763,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'results: first, dropout significantly increased modularity, while', 'factual_verification': 'Verified', 'coherence_with_overall': 0.003353914711624384}, 'Discussion': {'summary': 'discussion of ISA, and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22336514294147491}, 'Conclusion': {'summary': 'Conclusions', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3851141035556793}, 'overall_coherence_score': 0.1640302856452763}"
P081.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.044650062918663025, 1, 0.025501210242509842, 1]",0.07986564859747887,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results of our research suggest that the system may be capable of exhibiting a form of', 'factual_verification': 'Verified', 'coherence_with_overall': 0.044650062918663025}, 'Conclusion': {'summary': 'conclusion, our experiments demonstrate the potential of swarm intelligence and entomological', 'factual_verification': 'Verified', 'coherence_with_overall': 0.025501210242509842}, 'overall_coherence_score': 0.07986564859747887}"
P070.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.007408061530441046, 1, 0.028859781101346016, 1]",0.07308896249160171,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results of this study have far-reaching', 'factual_verification': 'Verified', 'coherence_with_overall': 0.007408061530441046}, 'Conclusion': {'summary': 'conclusion, the study of LLM has yielded a plethora of unforeseen consequences, with far-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.028859781101346016}, 'overall_coherence_score': 0.07308896249160171}"
P092.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.10016011446714401, 1, 2, 0.03533777967095375, 1, 0.3961130380630493, 1]",0.14798583984375,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'methodology developed', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10016011446714401}, 'Results': {'summary': 'results presented in Table 4 demonstrate that sub-pixel convolution filters offer slight', 'factual_verification': 'Verified', 'coherence_with_overall': 0.03533777967095375}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.14798583984375}"
P056.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.011684581637382507, 1, 0.025200005620718002, 1]",0.07321231141686439,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results of our research have far-reaching', 'factual_verification': 'Verified', 'coherence_with_overall': 0.011684581637382507}, 'Conclusion': {'summary': 'conclusion, our research has demonstrated the importance of considering a wide range of factors,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.025200005620718002}, 'overall_coherence_score': 0.07321231141686439}"
P047.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.06537481397390366, 1, 0.02400583028793335, 1, 0.07408420741558075, 1]",0.08210697025060654,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results, with some studies suggesting that the strategic use of pastel colors', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06537481397390366}, 'Discussion': {'summary': 'discussion of system design, it is clear that the field is far more complex', 'factual_verification': 'Verified', 'coherence_with_overall': 0.02400583028793335}, 'Conclusion': {'summary': 'conclusion, our research has shown that the field of system design is far more complex and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07408420741558075}, 'overall_coherence_score': 0.08210697025060654}"
P055.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.24841931462287903, 1, 0.021924419328570366, 1, 0.3961130380630493, 1]",0.17495500780642032,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'results and key considerations to', 'factual_verification': 'Verified', 'coherence_with_overall': 0.24841931462287903}, 'Discussion': {'summary': 'discussion at our organization, which then became part', 'factual_verification': 'Verified', 'coherence_with_overall': 0.021924419328570366}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.17495500780642032}"
P050.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.3961121737957001, 1, 0, 0, 0, 0]",0.2014767937362194,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961121737957001}, 'overall_coherence_score': 0.2014767937362194}"
P053.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.0277814120054245, 1, 0.10556121915578842, 1]",0.09250368699431419,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results, such as the discovery that the resonant frequency', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0277814120054245}, 'Conclusion': {'summary': 'conclusion that microprocessors have', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10556121915578842}, 'overall_coherence_score': 0.09250368699431419}"
P049.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.13295450806617737, 1, 8, 0.22048798203468323, 1, 0.3961130380630493, 1]",0.19157475903630256,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'methodology for semantic segmentation that modifies the inference', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13295450806617737}, 'Results': {'summary': 'results showed that', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22048798203468323}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.19157475903630256}"
