file_name,publishable,features,evaluation_results
P100.pdf,Yes,"[0.020999712869524956, 1, 0.06752849370241165, 1, 0.11306610703468323, 1, 1, 0.18417751789093018, 1, 0.08240062743425369, 1, 0.9349614381790161, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.020999712869524956}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06752849370241165}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11306610703468323}, 'Results': {'summary': 'results, while bewildering, hinted at the presence', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18417751789093018}, 'Discussion': {'summary': 'discussion oscillates', 'factual_verification': 'Verified', 'coherence_with_overall': 0.08240062743425369}, 'Conclusion': {'summary': 'conclusion, the field of engine research is a complex and multifaceted one, encompassing a wide', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9349614381790161}}"
P084.pdf,Yes,"[0.09580965340137482, 1, 0.19921371340751648, 1, 0.41105562448501587, 1, 3, 0.13230612874031067, 1, 0.8645151853561401, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09580965340137482}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19921371340751648}, 'Methodology': {'summary': 'Methodology and Evaluation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.41105562448501587}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13230612874031067}, 'Conclusion': {'summary': 'conclusions on forthcoming CV research directions is considerable.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8645151853561401}}"
P078.pdf,Yes,"[0.5538604855537415, 1, 0.4945026636123657, 1, 0.46538183093070984, 1, 1, 0.5049886703491211, 1, 0.5833999514579773, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5538604855537415}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4945026636123657}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.46538183093070984}, 'Results': {'summary': 'results suggest', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5049886703491211}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5833999514579773}}"
P091.pdf,Yes,"[0.045861613005399704, 1, 0.021696433424949646, 1, 0.7539591193199158, 1, 0.06745163351297379, 1, 0.14586006104946136, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.045861613005399704}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.021696433424949646}, 'Results': {'summary': 'results that are on par with the state-of-the-art for this new task.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7539591193199158}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06745163351297379}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14586006104946136}}"
P083.pdf,Yes,"[0.2122674584388733, 1, 0.19250847399234772, 1, 0.23593021929264069, 1, 0.6739221811294556, 1, 0.6105931401252747, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2122674584388733}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19250847399234772}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23593021929264069}, 'Discussion': {'summary': 'discussion on the topic of the ethical', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6739221811294556}, 'Conclusion': {'summary': 'conclusions we make in this paper are dependent on a few key choices we made during our data', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6105931401252747}}"
P131.pdf,No,"[0.30646324157714844, 1, 0.26547539234161377, 1, 0.1489441841840744, 1, 0.1810554713010788, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.30646324157714844}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.26547539234161377}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1489441841840744}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1810554713010788}}"
P096.pdf,Yes,"[0.02688804268836975, 1, 0.026232849806547165, 1, 0.16471943259239197, 1, 1, 0.8966895341873169, 1, 0.6522312164306641, 1, 0.12709438800811768, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.02688804268836975}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.026232849806547165}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16471943259239197}, 'Results': {'summary': 'results of this cheese-texture analysis were then used to inform our', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8966895341873169}, 'Discussion': {'summary': 'discussion among gastronomes and food critics,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6522312164306641}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12709438800811768}}"
P082.pdf,Yes,"[0.3680838346481323, 1, 0.28124773502349854, 1, 0.21280041337013245, 1, 0.3288109004497528, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3680838346481323}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.28124773502349854}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21280041337013245}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3288109004497528}}"
P103.pdf,Yes,"[0.05026489496231079, 1, 0.13363789021968842, 1, 0.33758607506752014, 1, 4, 0.8390495777130127, 1, 0.10507414489984512, 1, 0.17384426295757294, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.05026489496231079}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13363789021968842}, 'Methodology': {'summary': 'methodology, data used and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33758607506752014}, 'Results': {'summary': 'Results from simple IR baselines. Additions to the raw predictor are retained cumulatively', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8390495777130127}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10507414489984512}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17384426295757294}}"
P067.pdf,No,"[0.20155496895313263, 1, 0.1186450943350792, 1, 0.769364595413208, 1, 0, 0, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20155496895313263}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1186450943350792}, 'Results': {'summary': 'results. These methods return lists of elements,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.769364595413208}}"
P071.pdf,Yes,"[0.4545157253742218, 1, 0.32443875074386597, 1, 0.5918971300125122, 1, 0.38303521275520325, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4545157253742218}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.32443875074386597}, 'Results': {'summary': 'results in Table 2(a)', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5918971300125122}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.38303521275520325}}"
P065.pdf,Yes,"[0.08036956936120987, 1, 0.07280135899782181, 1, 0.8604797720909119, 1, 0.20405706763267517, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.08036956936120987}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07280135899782181}, 'Results': {'summary': 'results in a second image that has been partially generated by the AI image model. The procedure is then reiterated', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8604797720909119}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20405706763267517}}"
P090.pdf,Yes,"[-0.01808898150920868, 1, 0.02480953186750412, 1, 0.05962047725915909, 1, 1, 0.022733040153980255, 1, -0.0354640930891037, 1, 0.9600412845611572, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': -0.01808898150920868}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.02480953186750412}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.05962047725915909}, 'Results': {'summary': 'results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.022733040153980255}, 'Discussion': {'summary': 'discussion section.', 'factual_verification': 'Verified', 'coherence_with_overall': -0.0354640930891037}, 'Conclusion': {'summary': 'conclusion, this paper presents a novel and effective method for adapting large pretrained models', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9600412845611572}}"
P080.pdf,Yes,"[0.07686971127986908, 1, 0.0771416425704956, 1, 0.2245974987745285, 1, 1, 0.17403367161750793, 1, 0.7861354947090149, 1, 0.3801997900009155, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07686971127986908}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0771416425704956}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2245974987745285}, 'Results': {'summary': 'results shown only to the authors.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17403367161750793}, 'Discussion': {'summary': 'discussion, here, we evaluate a relatively clear-cut and low-risk use case:', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7861354947090149}, 'Conclusion': {'summary': 'conclusions of the paper (regardless of whether the code and data are provided or not)?', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3801997900009155}}"
P066.pdf,Yes,"[0.17188943922519684, 1, 0.23990991711616516, 1, 0.326295405626297, 1, 17, 0.8421543836593628, 1, 0.33070242404937744, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17188943922519684}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23990991711616516}, 'Methodology': {'summary': 'methodology in Section 3, we then outline the experiments in Section 4 and draw our conclusions in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.326295405626297}, 'Results': {'summary': 'results indicate that vocabulary transfer can be effectively', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8421543836593628}, 'Conclusion': {'summary': 'conclusions in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33070242404937744}}"
P062.pdf,Yes,"[0.4835551083087921, 1, 0.49035102128982544, 1, 0.4798242747783661, 1, 1, 0.37310850620269775, 1, 0.5239078998565674, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4835551083087921}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.49035102128982544}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4798242747783661}, 'Results': {'summary': 'results on several', 'factual_verification': 'Verified', 'coherence_with_overall': 0.37310850620269775}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5239078998565674}}"
P073.pdf,Yes,"[0.4760013520717621, 1, 0.5072289705276489, 1, 0.47497686743736267, 1, 1, 0.26408183574676514, 1, 0.45686864852905273, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4760013520717621}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5072289705276489}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.47497686743736267}, 'Results': {'summary': 'results,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.26408183574676514}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.45686864852905273}}"
P068.pdf,Yes,"[0.45062410831451416, 1, 0.46807965636253357, 1, 0.48064297437667847, 1, 1, 0.2997405529022217, 1, 0.4869724214076996, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.45062410831451416}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.46807965636253357}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48064297437667847}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2997405529022217}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4869724214076996}}"
P077.pdf,Yes,"[0.13859562575817108, 1, 0.1749947965145111, 1, 0.22174249589443207, 1, 1, 0.5476741194725037, 1, 0.9131836295127869, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13859562575817108}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1749947965145111}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22174249589443207}, 'Results': {'summary': 'results of this study have far-reaching', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5476741194725037}, 'Conclusion': {'summary': 'conclusion, the study of LLM has yielded a plethora of unforeseen consequences, with far-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9131836295127869}}"
P072.pdf,Yes,"[0.5762746334075928, 1, 0.6127731800079346, 1, 0.5115163922309875, 1, 1, 0.6224628686904907, 1, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5762746334075928}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6127731800079346}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5115163922309875}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6224628686904907}}"
P069.pdf,Yes,"[0.19651120901107788, 1, 0.2582641541957855, 1, 0.1466716229915619, 1, 1, 0.647520124912262, 1, 0.7610228657722473, 1, 0.6506708860397339, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19651120901107788}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2582641541957855}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1466716229915619}, 'Results': {'summary': 'results, including the discovery that the model is capable of generating coherent text', 'factual_verification': 'Verified', 'coherence_with_overall': 0.647520124912262}, 'Discussion': {'summary': 'discussion of competitive ferret racing has yielded valuable insights into the ways in which language', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7610228657722473}, 'Conclusion': {'summary': 'conclusion, the introduction of BERT has marked a significant turning point in the field of natural', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6506708860397339}}"
P088.pdf,Yes,"[0.2582195997238159, 1, 0.18550249934196472, 1, 0.8978526592254639, 1, 0.4140680730342865, 1, 0.19657063484191895, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2582195997238159}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18550249934196472}, 'Results': {'summary': 'results: first, dropout significantly increased modularity, while', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8978526592254639}, 'Discussion': {'summary': 'discussion of ISA, and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4140680730342865}, 'Conclusion': {'summary': 'Conclusions', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19657063484191895}}"
P081.pdf,Yes,"[0.1441909521818161, 1, 0.13147220015525818, 1, 0.10487913340330124, 1, 1, 0.4383041560649872, 1, 0.9256864786148071, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1441909521818161}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13147220015525818}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10487913340330124}, 'Results': {'summary': 'results of our research suggest that the system may be capable of exhibiting a form of', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4383041560649872}, 'Conclusion': {'summary': 'conclusion, our experiments demonstrate the potential of swarm intelligence and entomological', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9256864786148071}}"
P070.pdf,Yes,"[0.13859562575817108, 1, 0.1749947965145111, 1, 0.22174249589443207, 1, 1, 0.5476741194725037, 1, 0.9131836295127869, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13859562575817108}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1749947965145111}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22174249589443207}, 'Results': {'summary': 'results of this study have far-reaching', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5476741194725037}, 'Conclusion': {'summary': 'conclusion, the study of LLM has yielded a plethora of unforeseen consequences, with far-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9131836295127869}}"
P092.pdf,Yes,"[0.02159574069082737, 1, 0.015607348643243313, 1, 0.07044686377048492, 1, 2, 0.937482476234436, 1, 0.09929904341697693, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.02159574069082737}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.015607348643243313}, 'Methodology': {'summary': 'methodology developed', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07044686377048492}, 'Results': {'summary': 'results presented in Table 4 demonstrate that sub-pixel convolution filters offer slight', 'factual_verification': 'Verified', 'coherence_with_overall': 0.937482476234436}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09929904341697693}}"
P056.pdf,Yes,"[0.14498299360275269, 1, 0.22276118397712708, 1, 0.4075138568878174, 1, 1, 0.48477277159690857, 1, 0.8385493755340576, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14498299360275269}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22276118397712708}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4075138568878174}, 'Results': {'summary': 'results of our research have far-reaching', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48477277159690857}, 'Conclusion': {'summary': 'conclusion, our research has demonstrated the importance of considering a wide range of factors,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8385493755340576}}"
P047.pdf,Yes,"[0.07964064925909042, 1, 0.07617061585187912, 1, 0.1741788685321808, 1, 1, 0.604919970035553, 1, 0.5933615565299988, 1, 0.6355616450309753, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07964064925909042}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07617061585187912}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1741788685321808}, 'Results': {'summary': 'results, with some studies suggesting that the strategic use of pastel colors', 'factual_verification': 'Verified', 'coherence_with_overall': 0.604919970035553}, 'Discussion': {'summary': 'discussion of system design, it is clear that the field is far more complex', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5933615565299988}, 'Conclusion': {'summary': 'conclusion, our research has shown that the field of system design is far more complex and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6355616450309753}}"
P055.pdf,Yes,"[0.3748539388179779, 1, 0.40946531295776367, 1, 0.522253692150116, 1, 0.6470354795455933, 1, 0.4816585183143616, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3748539388179779}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.40946531295776367}, 'Results': {'summary': 'results and key considerations to', 'factual_verification': 'Verified', 'coherence_with_overall': 0.522253692150116}, 'Discussion': {'summary': 'discussion at our organization, which then became part', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6470354795455933}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4816585183143616}}"
P050.pdf,No,"[0.4741067886352539, 1, 0.4367522597312927, 1, 0.4380470812320709, 1, 0, 0, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4741067886352539}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4367522597312927}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4380470812320709}}"
P053.pdf,Yes,"[0.11167262494564056, 1, 0.11893657594919205, 1, 0.20665036141872406, 1, 1, 0.685856819152832, 1, 0.5958028435707092, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11167262494564056}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11893657594919205}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20665036141872406}, 'Results': {'summary': 'results, such as the discovery that the resonant frequency', 'factual_verification': 'Verified', 'coherence_with_overall': 0.685856819152832}, 'Conclusion': {'summary': 'conclusion that microprocessors have', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5958028435707092}}"
P049.pdf,Yes,"[0.0407148078083992, 1, 0.09271878004074097, 1, 0.8308069109916687, 1, 8, 0.1251181960105896, 1, 0.14269661903381348, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0407148078083992}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09271878004074097}, 'Methodology': {'summary': 'methodology for semantic segmentation that modifies the inference', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8308069109916687}, 'Results': {'summary': 'results showed that', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1251181960105896}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14269661903381348}}"
P097.pdf,Yes,"[0.2045215666294098, 1, 0.22497165203094482, 1, 0.12900575995445251, 1, 1, 0.3083207905292511, 1, 0.21727460622787476, 1, 0.9407572746276855, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2045215666294098}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22497165203094482}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12900575995445251}, 'Results': {'summary': 'results of which were then', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3083207905292511}, 'Discussion': {'summary': 'discussion on', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21727460622787476}, 'Conclusion': {'summary': 'conclusion, our experiments have shown that waves are a fundamental aspect of the universe, and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9407572746276855}}"
P099.pdf,Yes,"[0.22075429558753967, 1, 0.1565638929605484, 1, 0.7983481287956238, 1, 0.29093849658966064, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22075429558753967}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1565638929605484}, 'Results': {'summary': 'results of an ensemble', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7983481287956238}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.29093849658966064}}"
P057.pdf,Yes,"[0.5783881545066833, 1, 0.6298890709877014, 1, 0.4995010197162628, 1, 1, 0.3620871603488922, 1, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5783881545066833}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6298890709877014}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4995010197162628}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3620871603488922}}"
P045.pdf,Yes,"[0.13104243576526642, 1, 0.15546555817127228, 1, 0.7961133718490601, 1, 8, 0.24956601858139038, 1, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13104243576526642}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.15546555817127228}, 'Methodology': {'summary': 'methodology for distilling multiple distinct foundation models into', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7961133718490601}, 'Results': {'summary': 'results in exceptional', 'factual_verification': 'Verified', 'coherence_with_overall': 0.24956601858139038}}"
P060.pdf,Yes,"[0.15773512423038483, 1, 0.22343319654464722, 1, 0.8597173690795898, 1, 0.33817827701568604, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.15773512423038483}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.22343319654464722}, 'Results': {'summary': 'results. We give a heuristic method for', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8597173690795898}, 'Discussion': {'summary': 'discussion in Section 6.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33817827701568604}}"
P094.pdf,Yes,"[0.15047775208950043, 1, 0.11554179340600967, 1, 0.010845476761460304, 1, 1, 0.3269495666027069, 1, 0.03532637655735016, 1, 0.9770593643188477, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.15047775208950043}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11554179340600967}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.010845476761460304}, 'Results': {'summary': 'results, including the discovery of a previously', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3269495666027069}, 'Discussion': {'summary': 'discussion amongst', 'factual_verification': 'Verified', 'coherence_with_overall': 0.03532637655735016}, 'Conclusion': {'summary': 'conclusion, the study of oxygen has far-reaching implications for a wide range of fields, from the', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9770593643188477}}"
