file_name,publishable,features,evaluation_results,errors
P135.pdf,Yes,"[0.3680841028690338, 1, 0.2812478542327881, 1, 0.21280065178871155, 1, 0.32881098985671997, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3680841028690338, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2812478542327881, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21280065178871155, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.32881098985671997, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P105.pdf,No,"[0.1994112879037857, 1, 0.0789259821176529, 1, 0.16581439971923828, 1, 1, 0.5586081743240356, 1, 0.7020584344863892]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1994112879037857, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0789259821176529, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16581439971923828, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results, including the observation of previously unknown atomic phenomena.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5586081743240356, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'discussion among scholars of floristry, who', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7020584344863892, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09615883976221085, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P128.pdf,Yes,"[0.12012326717376709, 1, 0.11103036999702454, 1, 0.8590659499168396, 1, 0.10910449922084808, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12012326717376709, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11103036999702454, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results on the four datasets.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8590659499168396, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10910449922084808, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P113.pdf,Yes,"[0.39806967973709106, 1, 0.3141462206840515, 1, 0.264850914478302, 1, 0.5269978046417236, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.39806967973709106, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3141462206840515, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.264850914478302, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'Conclusions', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5269978046417236, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P104.pdf,No,"[0.20172233879566193, 1, 0.31501615047454834, 1, 0.6228910088539124, 1, 6, 0.38005250692367554, 1, 0.4343145787715912]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20172233879566193, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.31501615047454834, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'methodology is not specific to question-answering.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6228910088539124, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results. Results are shown in Table 1. ConCoRD provides an absolute improvement of over', 'factual_verification': 'Verified', 'coherence_with_overall': 0.38005250692367554, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4343145787715912, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P133.pdf,Yes,"[0.16143153607845306, 1, 0.17313793301582336, 1, 0.16656896471977234, 1, 0.8447970151901245, 1, 0.2743876874446869, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16143153607845306, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.17313793301582336, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16656896471977234, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Discussion': {'summary': 'Discussion on other applications It is worth noting that while we focused on parsing as sequence', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8447970151901245, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2743876874446869, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P107.pdf,No,"[0.012817475944757462, 1, 0.04945409670472145, 1, 0.03109535574913025, 1, 1, 0.483594685792923, 1, 0.9697422981262207]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.012817475944757462, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04945409670472145, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.03109535574913025, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results, particularly in forecasting phenomena that', 'factual_verification': 'Verified', 'coherence_with_overall': 0.483594685792923, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'conclusion, the field of neural approaches to real-time weather forecasting is characterized', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9697422981262207, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P122.pdf,No,"[0.5724344253540039, 1, 0.5581828355789185, 1, 0.5188391804695129, 1, 1, 0.28615519404411316, 1, 0.5603922605514526]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5724344253540039, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5581828355789185, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5188391804695129, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.28615519404411316, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5603922605514526, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P115.pdf,Yes,"[0.35296180844306946, 1, 0.4379737675189972, 1, 0.7543208599090576, 1, 11, 0.44879165291786194, 1, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.35296180844306946, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4379737675189972, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'methodology typically involves employing an auto-regressive loss on the generated text', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7543208599090576, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.44879165291786194, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P079.pdf,Yes,"[0.6011998653411865, 1, 0.8511991500854492, 1, 0, 0, 0, 0, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6011998653411865, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction and Motivation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8511991500854492, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P093.pdf,No,"[0.4506245255470276, 1, 0.46808019280433655, 1, 0.4806431829929352, 1, 1, 0.29974067211151123, 1, 0.48697274923324585]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4506245255470276, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.46808019280433655, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4806431829929352, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.29974067211151123, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48697274923324585, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P089.pdf,Yes,"[0.40419501066207886, 1, 0.3591465353965759, 1, 0.2766616940498352, 1, 0.2499251365661621, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.40419501066207886, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3591465353965759, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results:', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2766616940498352, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2499251365661621, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P095.pdf,Yes,"[0.3680841028690338, 1, 0.2812478542327881, 1, 0.21280065178871155, 1, 0.32881098985671997, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3680841028690338, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2812478542327881, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21280065178871155, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.32881098985671997, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P098.pdf,Yes,"[0.14081481099128723, 1, 0.13145989179611206, 1, 0.3703972399234772, 1, 1, 0.8789044618606567, 1, 0.14852139353752136]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14081481099128723, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13145989179611206, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3703972399234772, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results of the experiments were recorded and analyzed using a combination of quantitative and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8789044618606567, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14852139353752136, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2542575001716614, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P100.pdf,Yes,"[0.020999368280172348, 1, 0.06752821803092957, 1, 0.11306581646203995, 1, 1, 0.18417693674564362, 1, 0.08240038901567459]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.020999368280172348, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06752821803092957, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11306581646203995, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results, while bewildering, hinted at the presence', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18417693674564362, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'discussion oscillates', 'factual_verification': 'Verified', 'coherence_with_overall': 0.08240038901567459, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'conclusion, the field of engine research is a complex and multifaceted one, encompassing a wide', 'factual_verification': 'Verified', 'coherence_with_overall': 0.93496173620224, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P084.pdf,No,"[0.09580940008163452, 1, 0.19921335577964783, 1, 0.41105547547340393, 1, 3, 0.1323058307170868, 1, 0.8645152449607849]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09580940008163452, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19921335577964783, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology and Evaluation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.41105547547340393, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1323058307170868, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'conclusions on forthcoming CV research directions is considerable.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8645152449607849, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P078.pdf,No,"[0.5538606643676758, 1, 0.4945029020309448, 1, 0.46538180112838745, 1, 1, 0.5049886703491211, 1, 0.5834000110626221]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5538606643676758, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4945029020309448, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.46538180112838745, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results suggest', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5049886703491211, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5834000110626221, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P091.pdf,Yes,"[0.045861415565013885, 1, 0.021696308627724648, 1, 0.7539591789245605, 1, 0.06745139509439468, 1, 0.1458597332239151, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.045861415565013885, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.021696308627724648, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results that are on par with the state-of-the-art for this new task.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7539591789245605, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06745139509439468, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1458597332239151, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P083.pdf,Yes,"[0.21226735413074493, 1, 0.19250859320163727, 1, 0.23593008518218994, 1, 0.6739224195480347, 1, 0.6105931401252747, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21226735413074493, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19250859320163727, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23593008518218994, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Discussion': {'summary': 'discussion on the topic of the ethical', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6739224195480347, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'conclusions we make in this paper are dependent on a few key choices we made during our data', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6105931401252747, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P131.pdf,Yes,"[0.3064631223678589, 1, 0.26547500491142273, 1, 0.14894427359104156, 1, 0.18105527758598328, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3064631223678589, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.26547500491142273, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14894427359104156, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18105527758598328, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P096.pdf,Yes,"[0.02688795141875744, 1, 0.02623305656015873, 1, 0.16471949219703674, 1, 1, 0.8966900110244751, 1, 0.6522313356399536]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.02688795141875744, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.02623305656015873, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16471949219703674, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results of this cheese-texture analysis were then used to inform our', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8966900110244751, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'discussion among gastronomes and food critics,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6522313356399536, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1270943433046341, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P082.pdf,Yes,"[0.3680841028690338, 1, 0.2812478542327881, 1, 0.21280065178871155, 1, 0.32881098985671997, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3680841028690338, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2812478542327881, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.21280065178871155, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.32881098985671997, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P103.pdf,Yes,"[0.050264690071344376, 1, 0.13363787531852722, 1, 0.337585985660553, 1, 4, 0.8390496373176575, 1, 0.10507413744926453]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.050264690071344376, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13363787531852722, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'methodology, data used and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.337585985660553, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results from simple IR baselines. Additions to the raw predictor are retained cumulatively', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8390496373176575, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'Discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.10507413744926453, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1738443672657013, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P067.pdf,Yes,"[0.20155467092990875, 1, 0.11864499002695084, 1, 0.769364595413208, 1, 0, 0, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20155467092990875, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11864499002695084, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results. These methods return lists of elements,', 'factual_verification': 'Verified', 'coherence_with_overall': 0.769364595413208, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P071.pdf,Yes,"[0.4545156955718994, 1, 0.32443884015083313, 1, 0.5918969511985779, 1, 0.3830350637435913, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4545156955718994, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.32443884015083313, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results in Table 2(a)', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5918969511985779, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3830350637435913, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P065.pdf,Yes,"[0.08036929368972778, 1, 0.0728011429309845, 1, 0.8604797124862671, 1, 0.20405694842338562, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.08036929368972778, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0728011429309845, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results in a second image that has been partially generated by the AI image model. The procedure is then reiterated', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8604797124862671, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion and Future Work', 'factual_verification': 'Verified', 'coherence_with_overall': 0.20405694842338562, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
